Segment,Point,Elapsed Time (s),Potential (V),Current (A),Frequency (Hz),|Z| (ohms),Zre (ohms),Zim (ohms),Phase of Z (deg),ActionId
0,0,0.1,0,0.000490730162709951,0,0,0,0,-0.002284039,39
0,1,0.2,-0.00981460325419903,6.13412703387439E-05,0,0,0,0,-0.002284039,39
0,2,0.3,-0.0196292065083981,0,0,0,0,0,-0.002284039,39
0,3,0.4,-0.0297505147755146,-0.000122682540677488,0,0,0,0,-0.002284039,39
0,4,0.5,-0.0398718230426311,-0.000184023811016232,0,0,0,0,-0.002284039,39
0,5,0.6,-0.0496864281594753,-0.000245365081354976,0,0,0,0,-0.002284039,39
0,6,0.7,-0.0598077364265919,-0.000245365081354976,0,0,0,0,-0.002284039,39
0,7,0.8,-0.0696223378181458,-0.00030670635169372,0,0,0,0,-0.002284039,39
0,8,0.9,-0.0797436460852623,-0.000368047622032464,0,0,0,0,-0.002284039,39
0,9,1,-0.0895582512021065,-0.000368047622032464,0,0,0,0,-0.002284039,39
0,10,1.1,-0.099679559469223,-0.000429388863267377,0,0,0,0,-0.002284039,39
0,11,1.2,-0.10980086773634,-0.000429388863267377,0,0,0,0,-0.002284039,39
0,12,1.3,-0.119615472853184,-0.000429388863267377,0,0,0,0,-0.002284039,39
0,13,1.4,-0.1297367811203,-0.000490730162709951,0,0,0,0,-0.002284039,39
0,14,1.5,-0.139551386237144,-0.000490730162709951,0,0,0,0,-0.002284039,39
0,15,1.6,-0.14967268705368,-0.000552071433048695,0,0,0,0,-0.002284039,39
0,16,1.7,-0.159487292170525,-0.000552071433048695,0,0,0,0,-0.002284039,39
0,17,1.8,-0.169608607888222,-0.000613412703387439,0,0,0,0,-0.002284039,39
0,18,1.9,-0.179729908704758,-0.000613412703387439,0,0,0,0,-0.002284039,39
0,19,2,-0.189544513821602,-0.000613412703387439,0,0,0,0,-0.002284039,39
0,20,2.1,-0.199665829539299,-0.000674753973726183,0,0,0,0,-0.002284039,39
0,21,2.2,-0.209480434656143,-0.000674753973726183,0,0,0,0,-0.002284039,39
0,22,2.3,-0.219601735472679,-0.000736095244064927,0,0,0,0,-0.002284039,39
0,23,2.4,-0.229723051190376,-0.000736095244064927,0,0,0,0,-0.002284039,39
0,24,2.5,-0.23953765630722,-0.00079743645619601,0,0,0,0,-0.002284039,39
0,25,2.6,-0.249658957123756,-0.000736095244064927,0,0,0,0,-0.002284039,39
0,26,2.7,-0.259473562240601,-0.00079743645619601,0,0,0,0,-0.002284039,39
0,27,2.8,-0.269594877958298,-0.00079743645619601,0,0,0,0,-0.002284039,39
0,28,2.9,-0.279716193675995,-0.000858777726534754,0,0,0,0,-0.002284039,39
0,29,3,-0.289530783891678,-0.000858777726534754,0,0,0,0,-0.002284039,39
